student_id,dropped,year,semester,term,deadline,days_to_deadline,balance,fafsa,verification,academic_level,international,waiver,total_cc,total_check_cash,flywire,sponsored,returned_checks,last_login
013560,,2024,fall,16wk,08/27/2023,30,18564,0,0,junior,1,0,24309,1528,10412,0,0,
013561,,2024,fall,16wk,08/27/2023,30,13724,0,0,senior,1,0,9006,726,19653,0,0,
013562,,2024,fall,16wk,08/27/2023,30,13206,0,0,junior,1,0,10803,264,15931,0,1,
013563,,2024,fall,16wk,08/27/2023,30,16193,0,0,junior,1,0,20354,1149,15478,0,0,
013564,,2024,fall,16wk,08/27/2023,30,10790,0,0,senior,1,0,22426,164,12546,0,0,
013565,,2024,fall,16wk,08/27/2023,30,17946,0,0,senior,1,0,28476,1399,17420,0,0,
013566,,2024,fall,16wk,08/27/2023,30,17036,0,0,senior,1,0,16735,394,10746,0,0,
013567,,2024,fall,16wk,08/27/2023,30,13608,0,0,junior,1,0,13615,1737,11143,0,0,
013568,,2024,fall,16wk,08/27/2023,30,15769,0,0,junior,1,0,20380,1076,12529,0,0,
013569,,2024,fall,16wk,08/27/2023,30,16974,0,0,junior,1,0,12143,609,12945,0,0,
013570,,2024,fall,16wk,08/27/2023,30,17565,0,0,junior,1,0,6201,1833,15510,0,0,
013571,,2024,fall,16wk,08/27/2023,30,15872,0,0,junior,1,0,4933,317,16283,0,0,
013572,,2024,fall,16wk,08/27/2023,30,11896,0,0,junior,1,0,2729,535,13676,0,0,
013573,,2024,fall,16wk,08/27/2023,30,12411,0,0,senior,1,0,28938,1323,18517,0,0,
013574,,2024,fall,16wk,08/27/2023,30,17512,0,0,senior,1,0,6098,857,14895,0,1,
013575,,2024,fall,16wk,08/27/2023,30,17694,0,0,senior,1,0,7419,1267,14736,0,0,
013576,,2024,fall,16wk,08/27/2023,30,19831,0,0,senior,1,0,24055,1750,16178,0,0,
013577,,2024,fall,16wk,08/27/2023,30,18261,0,0,junior,1,0,11738,1003,12197,0,0,
013578,,2024,fall,16wk,08/27/2023,30,19343,0,0,junior,1,0,24426,1431,14071,0,0,
013579,,2024,fall,16wk,08/27/2023,30,12330,0,0,junior,1,0,4969,360,12105,0,0,
013580,,2024,fall,16wk,08/27/2023,30,18072,0,0,senior,1,0,2021,1408,16843,0,0,
013581,,2024,fall,16wk,08/27/2023,30,12619,0,0,senior,1,0,8170,1868,17159,0,0,
013582,,2024,fall,16wk,08/27/2023,30,11116,0,0,senior,1,0,2425,684,13982,0,0,
013583,,2024,fall,16wk,08/27/2023,30,13066,0,0,senior,1,0,26175,836,10253,0,0,
013584,,2024,fall,16wk,08/27/2023,30,11754,0,0,junior,1,0,28526,776,14706,0,2,
013585,,2024,fall,16wk,08/27/2023,30,14498,0,0,senior,1,0,14033,1900,16512,0,0,
013586,,2024,fall,16wk,08/27/2023,30,13374,0,0,senior,1,0,20592,1249,12584,0,0,
013587,,2024,fall,16wk,08/27/2023,30,18622,0,0,senior,1,0,3913,94,12155,0,0,
013588,,2024,fall,16wk,08/27/2023,30,11999,0,0,senior,1,0,4405,844,16196,0,0,
013589,,2024,fall,16wk,08/27/2023,30,16245,0,0,junior,1,0,25507,1675,16952,0,0,
013590,,2024,fall,16wk,08/27/2023,30,14089,0,0,senior,1,0,13646,297,13067,0,0,
013591,,2024,fall,16wk,08/27/2023,30,19047,0,0,senior,1,0,4900,1968,14555,0,0,
013592,,2024,fall,16wk,08/27/2023,30,15720,0,0,junior,1,0,11855,895,14528,0,0,
013593,,2024,fall,16wk,08/27/2023,30,10554,0,0,junior,1,0,8982,1545,17258,0,0,
013594,,2024,fall,16wk,08/27/2023,30,18873,0,0,junior,1,0,17700,1503,14993,0,0,
013595,,2024,fall,16wk,08/27/2023,30,11105,0,0,junior,1,0,1766,766,18717,0,0,
013596,,2024,fall,16wk,08/27/2023,30,16061,0,0,senior,1,0,3497,1199,19373,0,0,
013597,,2024,fall,16wk,08/27/2023,30,19890,0,0,senior,1,0,15563,1327,13115,0,0,
013598,,2024,fall,16wk,08/27/2023,30,16588,0,0,senior,1,0,22607,1046,14563,0,0,
013599,,2024,fall,16wk,08/27/2023,30,19889,0,0,junior,1,0,23479,1675,10170,0,0,
013600,,2024,fall,16wk,08/27/2023,30,11820,0,0,junior,1,0,12075,1493,14472,0,0,
013601,,2024,fall,16wk,08/27/2023,30,15300,0,0,senior,1,0,21785,273,18060,0,0,
013602,,2024,fall,16wk,08/27/2023,30,16332,0,0,senior,1,0,25931,252,15742,0,0,
013603,,2024,fall,16wk,08/27/2023,30,16438,0,0,senior,1,0,23033,1508,16810,0,0,
013604,,2024,fall,16wk,08/27/2023,30,10125,0,0,senior,1,0,19842,1428,12854,0,0,
013605,,2024,fall,16wk,08/27/2023,30,11069,0,0,junior,1,0,14081,806,11427,0,0,
013606,,2024,fall,16wk,08/27/2023,30,10347,0,0,senior,1,0,24065,1492,14873,0,0,
013607,,2024,fall,16wk,08/27/2023,30,19565,0,0,junior,1,0,2387,302,10969,0,0,
013608,,2024,fall,16wk,08/27/2023,30,10398,0,0,senior,1,0,21024,1189,11551,0,0,
013609,,2024,fall,16wk,08/27/2023,30,11415,0,0,senior,1,0,16899,1274,18100,0,0,
013610,,2024,fall,16wk,08/27/2023,30,18833,0,0,junior,1,0,26762,556,17569,0,0,
013611,,2024,fall,16wk,08/27/2023,30,13685,0,0,senior,1,0,19550,1792,15161,0,0,
013612,,2024,fall,16wk,08/27/2023,30,19238,0,0,senior,1,0,9192,144,10344,0,1,
013613,,2024,fall,16wk,08/27/2023,30,15543,0,0,junior,1,0,6107,813,11602,0,0,
013614,,2024,fall,16wk,08/27/2023,30,16856,0,0,junior,1,0,3762,1892,18187,0,0,
013615,,2024,fall,16wk,08/27/2023,30,13544,0,0,junior,1,0,6582,1392,13051,0,0,
013616,,2024,fall,16wk,08/27/2023,30,15198,0,0,junior,1,0,16970,593,11937,0,0,
013617,,2024,fall,16wk,08/27/2023,30,17755,0,0,junior,1,0,22557,1285,11594,0,0,
013618,,2024,fall,16wk,08/27/2023,30,10619,0,0,junior,1,0,10246,793,18969,0,0,
013619,,2024,fall,16wk,08/27/2023,30,10938,0,0,senior,1,0,9034,40,16948,0,0,
013620,,2024,fall,16wk,08/27/2023,30,19670,0,0,senior,1,0,14282,362,14173,0,0,
013621,,2024,fall,16wk,08/27/2023,30,10034,0,0,junior,1,0,29186,1224,19207,0,0,
013622,,2024,fall,16wk,08/27/2023,30,10165,0,0,senior,1,0,25558,932,18090,0,2,
013623,,2024,fall,16wk,08/27/2023,30,18235,0,0,junior,1,0,22993,931,10582,0,0,
013624,,2024,fall,16wk,08/27/2023,30,15062,0,0,junior,1,0,28261,410,18446,0,0,
013625,,2024,fall,16wk,08/27/2023,30,15553,0,0,junior,1,0,10111,742,18798,0,0,
013626,,2024,fall,16wk,08/27/2023,30,18296,0,0,junior,1,0,3036,458,13242,0,0,
013627,,2024,fall,16wk,08/27/2023,30,18368,0,0,junior,1,0,14472,0,11290,0,0,
013628,,2024,fall,16wk,08/27/2023,30,14318,0,0,junior,1,0,20993,1385,12294,0,0,
013629,,2024,fall,16wk,08/27/2023,30,12869,0,0,junior,1,0,11487,424,12709,0,0,
013630,,2024,fall,16wk,08/27/2023,30,10934,0,0,senior,1,0,19793,1297,10162,0,0,
013631,,2024,fall,16wk,08/27/2023,30,11252,0,0,junior,1,0,27392,1891,18822,0,0,
013632,,2024,fall,16wk,08/27/2023,30,16407,0,0,junior,1,0,11545,590,18299,0,1,
013633,,2024,fall,16wk,08/27/2023,30,12263,0,0,junior,1,0,26749,1374,16378,0,0,
013634,,2024,fall,16wk,08/27/2023,30,12486,0,0,junior,1,0,2971,263,13553,0,0,
013635,,2024,fall,16wk,08/27/2023,30,12125,0,0,junior,1,0,14708,1026,18982,0,0,
013636,,2024,fall,16wk,08/27/2023,30,10931,0,0,junior,1,0,2065,1774,15898,0,0,
013637,,2024,fall,16wk,08/27/2023,30,17589,0,0,junior,1,0,21056,1796,14772,0,2,
013638,,2024,fall,16wk,08/27/2023,30,10802,0,0,junior,1,0,4377,1126,11214,0,1,
013639,,2024,fall,16wk,08/27/2023,30,18173,0,0,junior,1,0,3613,418,19039,0,0,
013640,,2024,fall,16wk,08/27/2023,30,11185,0,0,junior,1,0,2321,731,17473,0,1,
013641,,2024,fall,16wk,08/27/2023,30,19323,0,0,junior,1,0,14367,1756,17524,0,1,
013642,,2024,fall,16wk,08/27/2023,30,10326,0,0,senior,1,0,4329,1856,10892,0,0,
013643,,2024,fall,16wk,08/27/2023,30,15995,0,0,senior,1,0,7855,906,18415,0,0,
013644,,2024,fall,16wk,08/27/2023,30,19129,0,0,junior,1,0,29737,1853,15185,0,0,
013645,,2024,fall,16wk,08/27/2023,30,17058,0,0,senior,1,0,14588,90,19383,0,0,
013646,,2024,fall,16wk,08/27/2023,30,18696,0,0,senior,1,0,27287,953,13337,0,0,
013647,,2024,fall,16wk,08/27/2023,30,13948,0,0,junior,1,0,20367,575,12575,0,0,
013648,,2024,fall,16wk,08/27/2023,30,17586,0,0,senior,1,0,16827,413,10408,0,0,
013649,,2024,fall,16wk,08/27/2023,30,12615,0,0,senior,1,0,1680,1836,14623,0,0,
013650,,2024,fall,16wk,08/27/2023,30,11613,0,0,senior,1,0,15059,980,14378,0,0,
013651,,2024,fall,16wk,08/27/2023,30,10227,0,0,senior,1,0,6380,362,10199,0,0,
013652,,2024,fall,16wk,08/27/2023,30,14700,0,0,senior,1,0,26964,677,13339,0,1,
013653,,2024,fall,16wk,08/27/2023,30,18119,0,0,junior,1,0,8432,984,18924,0,0,
013654,,2024,fall,16wk,08/27/2023,30,13174,0,0,junior,1,0,25429,173,13431,0,0,
013655,,2024,fall,16wk,08/27/2023,30,19635,0,0,junior,1,0,14121,1004,13759,0,0,
013656,,2024,fall,16wk,08/27/2023,30,13175,0,0,junior,1,0,3562,676,16382,0,0,
013657,,2024,fall,16wk,08/27/2023,30,16953,0,0,senior,1,0,29846,1936,19880,0,0,
013658,,2024,fall,16wk,08/27/2023,30,13989,0,0,junior,1,0,3585,404,15800,0,0,
013659,,2024,fall,16wk,08/27/2023,30,19461,0,0,junior,1,0,21981,852,11430,0,0,
013660,,2024,fall,16wk,08/27/2023,30,12155,0,0,senior,1,0,10111,934,11239,0,0,
013661,,2024,fall,16wk,08/27/2023,30,19327,0,0,senior,1,0,6729,1527,17795,0,0,
013662,,2024,fall,16wk,08/27/2023,30,17412,0,0,senior,1,0,5092,1626,11363,0,0,
013663,,2024,fall,16wk,08/27/2023,30,17602,0,0,senior,1,0,6815,1402,13900,0,0,
013664,,2024,fall,16wk,08/27/2023,30,12728,0,0,junior,1,0,4938,315,16314,0,0,
013665,,2024,fall,16wk,08/27/2023,30,18326,0,0,senior,1,0,20156,233,11706,0,0,
013666,,2024,fall,16wk,08/27/2023,30,15001,0,0,senior,1,0,10014,1425,12812,0,0,
013667,,2024,fall,16wk,08/27/2023,30,14133,0,0,junior,1,0,18619,1812,13095,0,0,
013668,,2024,fall,16wk,08/27/2023,30,19005,0,0,junior,1,0,1261,1697,17943,0,0,
013669,,2024,fall,16wk,08/27/2023,30,16807,0,0,junior,1,0,14867,1783,11667,0,0,
013670,,2024,fall,16wk,08/27/2023,30,15915,0,0,junior,1,0,28431,1354,12438,0,0,
013671,,2024,fall,16wk,08/27/2023,30,4069,1,1,freshman,0,0,496,0,0,0,0,
013672,,2024,fall,16wk,08/27/2023,30,9540,1,1,freshman,0,0,995,0,0,0,0,
013673,,2024,fall,16wk,08/27/2023,30,3296,1,1,freshman,0,0,55,0,0,0,0,
013674,,2024,fall,16wk,08/27/2023,30,4655,1,1,freshman,0,0,856,0,0,0,0,
013675,,2024,fall,16wk,08/27/2023,30,5794,1,1,freshman,0,0,736,0,0,0,0,
013676,,2024,fall,16wk,08/27/2023,30,12296,1,1,freshman,0,0,432,0,0,0,0,
013677,,2024,fall,16wk,08/27/2023,30,9925,1,1,freshman,0,0,299,0,0,0,0,
013678,,2024,fall,16wk,08/27/2023,30,8501,1,1,freshman,0,0,645,0,0,0,0,
013679,,2024,fall,16wk,08/27/2023,30,8863,1,1,freshman,0,0,630,0,0,0,0,
013680,,2024,fall,16wk,08/27/2023,30,13612,1,1,freshman,0,0,487,0,0,0,0,
013681,,2024,fall,16wk,08/27/2023,30,6543,1,1,freshman,0,0,981,0,0,0,0,
013682,,2024,fall,16wk,08/27/2023,30,13088,1,1,freshman,0,0,219,0,0,0,0,
013683,,2024,fall,16wk,08/27/2023,30,4719,1,1,freshman,0,0,91,0,0,0,0,
013684,,2024,fall,16wk,08/27/2023,30,7837,1,1,freshman,0,0,899,0,0,0,0,
013685,,2024,fall,16wk,08/27/2023,30,12276,1,1,freshman,0,0,174,0,0,0,0,
013686,,2024,fall,16wk,08/27/2023,30,12864,1,1,freshman,0,0,694,0,0,0,0,
013687,,2024,fall,16wk,08/27/2023,30,5337,1,1,freshman,0,0,364,0,0,0,0,
013688,,2024,fall,16wk,08/27/2023,30,13706,1,1,freshman,0,0,976,0,0,0,0,
013689,,2024,fall,16wk,08/27/2023,30,11117,1,1,freshman,0,0,94,0,0,0,0,
013690,,2024,fall,16wk,08/27/2023,30,8646,1,1,freshman,0,0,612,0,0,0,0,
013691,,2024,fall,16wk,08/27/2023,30,4856,1,1,freshman,0,0,854,0,0,0,0,
013692,,2024,fall,16wk,08/27/2023,30,5387,1,1,freshman,0,0,847,0,0,0,0,
013693,,2024,fall,16wk,08/27/2023,30,10138,1,1,freshman,0,0,618,0,0,0,0,
013694,,2024,fall,16wk,08/27/2023,30,5475,1,1,freshman,0,0,926,0,0,0,0,
013695,,2024,fall,16wk,08/27/2023,30,5642,1,1,freshman,0,0,704,0,0,0,0,
013696,,2024,fall,16wk,08/27/2023,30,13823,1,1,freshman,0,0,272,0,0,0,0,
013697,,2024,fall,16wk,08/27/2023,30,7069,1,1,freshman,0,0,278,0,0,0,0,
013698,,2024,fall,16wk,08/27/2023,30,3378,1,1,freshman,0,0,449,0,0,0,0,
013699,,2024,fall,16wk,08/27/2023,30,9067,1,1,freshman,0,0,928,0,0,0,0,
013700,,2024,fall,16wk,08/27/2023,30,3236,1,1,freshman,0,0,841,0,0,0,0,
013701,,2024,fall,16wk,08/27/2023,30,8008,1,1,freshman,0,0,540,0,0,0,0,
013702,,2024,fall,16wk,08/27/2023,30,10789,1,1,freshman,0,0,553,0,0,0,0,
013703,,2024,fall,16wk,08/27/2023,30,10339,1,1,freshman,0,0,49,0,0,0,0,
013704,,2024,fall,16wk,08/27/2023,30,5279,1,1,freshman,0,0,221,0,0,0,0,
013705,,2024,fall,16wk,08/27/2023,30,4766,1,1,freshman,0,0,707,0,0,0,0,
013706,,2024,fall,16wk,08/27/2023,30,13084,1,1,freshman,0,0,743,0,0,0,0,
013707,,2024,fall,16wk,08/27/2023,30,14116,1,1,freshman,0,0,387,0,0,0,0,
013708,,2024,fall,16wk,08/27/2023,30,8093,1,1,freshman,0,0,245,0,0,0,0,
013709,,2024,fall,16wk,08/27/2023,30,10418,1,1,freshman,0,0,920,0,0,0,0,
013710,,2024,fall,16wk,08/27/2023,30,10745,1,1,freshman,0,0,350,0,0,0,0,
013711,,2024,fall,16wk,08/27/2023,30,11460,1,1,freshman,0,0,384,0,0,0,0,
013712,,2024,fall,16wk,08/27/2023,30,5893,1,1,freshman,0,0,991,0,0,0,0,
013713,,2024,fall,16wk,08/27/2023,30,9163,1,1,freshman,0,0,317,0,0,0,0,
013714,,2024,fall,16wk,08/27/2023,30,7143,1,1,freshman,0,0,4,0,0,0,0,
013715,,2024,fall,16wk,08/27/2023,30,4822,1,1,freshman,0,0,604,0,0,0,0,
013716,,2024,fall,16wk,08/27/2023,30,8279,1,1,freshman,0,0,703,0,0,0,0,
013717,,2024,fall,16wk,08/27/2023,30,10412,1,1,freshman,0,0,560,0,0,0,0,
013718,,2024,fall,16wk,08/27/2023,30,14715,1,1,freshman,0,0,734,0,0,0,0,
013719,,2024,fall,16wk,08/27/2023,30,8324,1,1,freshman,0,0,336,0,0,0,0,
013720,,2024,fall,16wk,08/27/2023,30,3485,1,1,freshman,0,0,350,0,0,0,0,
013721,,2024,fall,16wk,08/27/2023,30,11255,1,1,freshman,0,0,630,0,0,0,0,
013722,,2024,fall,16wk,08/27/2023,30,4555,1,1,freshman,0,0,494,0,0,0,0,
013723,,2024,fall,16wk,08/27/2023,30,13491,1,1,freshman,0,0,45,0,0,0,0,
013724,,2024,fall,16wk,08/27/2023,30,14209,1,1,freshman,0,0,848,0,0,0,0,
013725,,2024,fall,16wk,08/27/2023,30,6106,1,1,freshman,0,0,9,0,0,0,0,
013726,,2024,fall,16wk,08/27/2023,30,3982,1,1,freshman,0,0,713,0,0,0,0,
013727,,2024,fall,16wk,08/27/2023,30,3905,1,1,freshman,0,0,282,0,0,0,0,
013728,,2024,fall,16wk,08/27/2023,30,10365,1,1,freshman,0,0,484,0,0,0,0,
013729,,2024,fall,16wk,08/27/2023,30,13243,1,1,freshman,0,0,91,0,0,0,0,
013730,,2024,fall,16wk,08/27/2023,30,13600,1,1,freshman,0,0,924,0,0,0,0,
013731,,2024,fall,16wk,08/27/2023,30,9916,1,1,freshman,0,0,19,0,0,0,0,
013732,,2024,fall,16wk,08/27/2023,30,14303,1,1,freshman,0,0,911,0,0,0,0,
013733,,2024,fall,16wk,08/27/2023,30,3360,1,1,freshman,0,0,951,0,0,0,0,
013734,,2024,fall,16wk,08/27/2023,30,13696,1,1,freshman,0,0,928,0,0,0,0,
013735,,2024,fall,16wk,08/27/2023,30,12552,1,1,freshman,0,0,848,0,0,0,0,
013736,,2024,fall,16wk,08/27/2023,30,6481,1,1,freshman,0,0,108,0,0,0,0,
013737,,2024,fall,16wk,08/27/2023,30,10977,1,1,freshman,0,0,401,0,0,0,0,
013738,,2024,fall,16wk,08/27/2023,30,7543,1,1,freshman,0,0,959,0,0,0,0,
013739,,2024,fall,16wk,08/27/2023,30,14265,1,1,freshman,0,0,841,0,0,0,0,
013740,,2024,fall,16wk,08/27/2023,30,9538,1,1,freshman,0,0,116,0,0,0,0,
013741,,2024,fall,16wk,08/27/2023,30,13617,1,1,freshman,0,0,628,0,0,0,0,
013742,,2024,fall,16wk,08/27/2023,30,6187,1,1,freshman,0,0,263,0,0,0,0,
013743,,2024,fall,16wk,08/27/2023,30,4851,1,1,freshman,0,0,441,0,0,0,0,
013744,,2024,fall,16wk,08/27/2023,30,7906,1,1,freshman,0,0,948,0,0,0,0,
013745,,2024,fall,16wk,08/27/2023,30,4208,1,1,freshman,0,0,501,0,0,0,0,
013746,,2024,fall,16wk,08/27/2023,30,11822,1,1,freshman,0,0,111,0,0,0,0,
013747,,2024,fall,16wk,08/27/2023,30,12128,1,1,freshman,0,0,195,0,0,0,0,
013748,,2024,fall,16wk,08/27/2023,30,4788,1,1,freshman,0,0,46,0,0,0,0,
013749,,2024,fall,16wk,08/27/2023,30,10956,1,1,freshman,0,0,139,0,0,0,0,
013750,,2024,fall,16wk,08/27/2023,30,8615,1,1,freshman,0,0,737,0,0,0,0,
013751,,2024,fall,16wk,08/27/2023,30,6441,1,1,freshman,0,0,697,0,0,0,0,
013752,,2024,fall,16wk,08/27/2023,30,8322,1,1,freshman,0,0,830,0,0,0,0,
013753,,2024,fall,16wk,08/27/2023,30,12207,1,1,freshman,0,0,171,0,0,0,0,
013754,,2024,fall,16wk,08/27/2023,30,9107,1,1,freshman,0,0,883,0,0,0,0,
013755,,2024,fall,16wk,08/27/2023,30,10035,1,1,freshman,0,0,706,0,0,0,0,
013756,,2024,fall,16wk,08/27/2023,30,6122,1,1,freshman,0,0,362,0,0,0,0,
013757,,2024,fall,16wk,08/27/2023,30,7412,1,1,freshman,0,0,637,0,0,0,0,
013758,,2024,fall,16wk,08/27/2023,30,6818,1,1,freshman,0,0,665,0,0,0,0,
013759,,2024,fall,16wk,08/27/2023,30,6563,1,1,freshman,0,0,967,0,0,0,0,
013760,,2024,fall,16wk,08/27/2023,30,12185,1,1,freshman,0,0,958,0,0,0,0,
013761,,2024,fall,16wk,08/27/2023,30,3284,1,1,freshman,0,0,434,0,0,0,0,
013762,,2024,fall,16wk,08/27/2023,30,7693,1,1,freshman,0,0,237,0,0,0,0,
013763,,2024,fall,16wk,08/27/2023,30,8744,1,1,freshman,0,0,933,0,0,0,0,
013764,,2024,fall,16wk,08/27/2023,30,4248,1,1,freshman,0,0,569,0,0,0,0,
013765,,2024,fall,16wk,08/27/2023,30,12594,1,1,freshman,0,0,782,0,0,0,0,
013766,,2024,fall,16wk,08/27/2023,30,14332,1,1,freshman,0,0,291,0,0,0,0,
013767,,2024,fall,16wk,08/27/2023,30,7148,1,1,freshman,0,0,220,0,0,0,0,
013768,,2024,fall,16wk,08/27/2023,30,9236,1,1,freshman,0,0,138,0,0,0,0,
013769,,2024,fall,16wk,08/27/2023,30,9779,1,1,freshman,0,0,183,0,0,0,0,
013770,,2024,fall,16wk,08/27/2023,30,9613,1,1,freshman,0,0,781,0,0,0,0,
013771,,2024,fall,16wk,08/27/2023,30,10577,1,1,freshman,0,0,342,0,0,0,0,
013772,,2024,fall,16wk,08/27/2023,30,11269,1,1,freshman,0,0,711,0,0,0,0,
