student_id,dropped,year,semester,term,deadline,days_to_deadline,balance,fafsa,verification,academic_level,international,waiver,total_cc,total_check_cash,flywire,sponsored,returned_checks,last_login
000029,1,2023,fall,16wk,08/27/2023,30,17048,0,0,sophmore,1,0,11356,8630,17648,0,2,
000030,1,2023,fall,16wk,08/27/2023,30,11029,0,0,sophmore,1,0,9649,3404,24828,0,0,
000031,1,2023,fall,16wk,08/27/2023,30,14742,0,0,sophmore,1,0,19851,6581,11149,0,0,
000032,1,2023,fall,16wk,08/27/2023,30,12858,0,0,sophmore,1,0,28948,9368,11839,0,0,
000033,1,2023,fall,16wk,08/27/2023,30,19700,0,0,sophmore,1,0,7072,4175,25094,0,0,
000034,1,2023,fall,16wk,08/27/2023,30,19454,0,0,sophmore,1,0,7988,5011,25821,0,0,
000035,1,2023,fall,16wk,08/27/2023,30,17026,0,0,sophmore,1,0,6232,9662,12206,0,0,
000036,1,2023,fall,16wk,08/27/2023,30,17310,0,0,sophmore,1,0,22157,3141,13300,0,0,
000037,1,2023,fall,16wk,08/27/2023,30,19075,0,0,sophmore,1,0,14969,6911,23388,0,0,
000038,1,2023,fall,16wk,08/27/2023,30,12690,0,0,sophmore,1,0,6225,9838,19750,0,0,
000039,1,2023,fall,16wk,08/27/2023,30,18298,0,0,sophmore,1,0,25596,5993,20241,0,0,
000040,1,2023,fall,16wk,08/27/2023,30,10492,0,0,sophmore,1,0,29319,2978,20771,0,0,
000041,1,2023,fall,16wk,08/27/2023,30,16882,0,0,sophmore,1,0,28040,6158,21825,0,0,
000042,1,2023,fall,16wk,08/27/2023,30,12665,0,0,sophmore,1,0,29337,2418,26339,0,0,
000043,1,2023,fall,16wk,08/27/2023,30,15429,0,0,sophmore,1,0,24029,7012,12835,0,0,
000044,1,2023,fall,16wk,08/27/2023,30,18175,0,0,senior,1,0,22448,6506,18099,0,2,
000045,1,2023,fall,16wk,08/27/2023,30,10971,0,0,senior,1,0,20243,5625,23980,0,0,
000046,1,2023,fall,16wk,08/27/2023,30,15603,0,0,junior,1,0,17497,8136,25534,0,0,
000047,1,2023,fall,16wk,08/27/2023,30,9402,0,0,junior,1,0,22033,5634,28630,0,0,
000048,1,2023,fall,16wk,08/27/2023,30,18392,0,0,junior,1,0,17298,857,18176,0,0,
000049,1,2023,fall,16wk,08/27/2023,30,16707,0,0,junior,1,0,11783,8936,21656,0,0,
000050,1,2023,fall,16wk,08/27/2023,30,18073,0,0,junior,1,0,16068,9093,16866,0,0,
000051,1,2023,fall,16wk,08/27/2023,30,13857,0,0,junior,1,0,5793,4274,12221,0,0,
000052,1,2023,fall,16wk,08/27/2023,30,10474,0,0,junior,1,0,17903,8025,15462,0,0,
000053,1,2023,fall,16wk,08/27/2023,30,13734,0,0,junior,1,0,25108,8742,29044,0,1,
000054,1,2023,fall,16wk,08/27/2023,30,17481,0,0,senior,1,0,26683,7205,27558,0,0,
000055,1,2023,fall,16wk,08/27/2023,30,17413,0,0,senior,1,0,5580,4984,27894,0,0,
000056,1,2023,fall,16wk,08/27/2023,30,18797,0,0,senior,1,0,6923,5661,11737,0,0,
000057,1,2023,fall,16wk,08/27/2023,30,11710,0,0,senior,1,0,8649,6612,21948,0,0,
000058,1,2023,fall,16wk,08/27/2023,30,12874,0,0,junior,1,0,23673,5785,19103,0,0,
000059,1,2023,fall,16wk,08/27/2023,30,16118,0,0,junior,1,0,28263,8112,17633,0,0,
000060,1,2023,fall,16wk,08/27/2023,30,13617,0,0,junior,1,0,11097,3537,22383,0,0,
000061,1,2023,fall,16wk,08/27/2023,30,10488,0,0,junior,1,0,20699,327,25156,0,0,
000062,1,2023,fall,16wk,08/27/2023,30,12080,0,0,senior,1,0,11856,5417,25467,0,1,
000063,1,2023,fall,16wk,08/27/2023,30,9011,0,0,junior,1,0,5001,3585,23669,0,0,
000064,1,2023,fall,16wk,08/27/2023,30,17636,0,0,senior,1,0,6064,9894,22905,0,0,
000065,1,2023,fall,16wk,08/27/2023,30,11456,0,0,junior,1,0,17462,3692,27362,0,0,
000066,1,2023,fall,16wk,08/27/2023,30,19242,0,0,junior,1,0,25673,5968,22502,0,0,
000067,1,2023,fall,16wk,08/27/2023,30,13254,0,0,senior,1,0,15375,711,28667,0,0,
000068,1,2023,fall,16wk,08/27/2023,30,11551,0,0,senior,1,0,14563,2547,21013,0,0,
000069,1,2023,fall,16wk,08/27/2023,30,9141,0,0,senior,1,0,14669,1523,17551,0,0,
000070,1,2023,fall,16wk,08/27/2023,30,9898,0,0,junior,1,0,24824,4216,17845,0,0,
000071,1,2023,fall,16wk,08/27/2023,30,12382,0,0,junior,1,0,26210,8192,27765,0,0,
000072,1,2023,fall,16wk,08/27/2023,30,9093,0,0,junior,1,0,9390,6753,18226,0,2,
000073,1,2023,fall,16wk,08/27/2023,30,12804,0,0,junior,1,0,6727,9085,29330,0,0,
000074,1,2023,fall,16wk,08/27/2023,30,9773,0,0,junior,1,0,24994,5764,23297,0,0,
000075,1,2023,fall,16wk,08/27/2023,30,17141,0,0,junior,1,0,17483,5944,15783,0,0,
000076,1,2023,fall,16wk,08/27/2023,30,14629,0,0,senior,1,0,19682,5528,16819,0,1,
000077,1,2023,fall,16wk,08/27/2023,30,11589,0,0,senior,1,0,15616,919,10422,0,0,
000078,1,2023,fall,16wk,08/27/2023,30,17405,0,0,senior,1,0,28851,663,27563,0,0,
000079,1,2023,fall,16wk,08/27/2023,30,14890,0,0,senior,1,0,15692,4311,10237,0,2,
000080,1,2023,fall,16wk,08/27/2023,30,12529,0,0,junior,1,0,23899,8480,12850,0,2,
000081,1,2023,fall,16wk,08/27/2023,30,19866,0,0,junior,1,0,7332,8752,23392,0,0,
000082,1,2023,fall,16wk,08/27/2023,30,13750,0,0,junior,1,0,11357,4474,26256,0,0,
000083,1,2023,fall,16wk,08/27/2023,30,17904,0,0,senior,1,0,23021,4209,16181,0,0,
000084,1,2023,fall,16wk,08/27/2023,30,17075,0,0,senior,1,0,8523,1954,14085,0,0,
000085,1,2023,fall,16wk,08/27/2023,30,19670,0,0,senior,1,0,18809,1951,10621,0,0,
000086,1,2023,fall,16wk,08/27/2023,30,11789,0,0,senior,1,0,15502,379,28163,0,1,
000087,1,2023,fall,16wk,08/27/2023,30,9866,0,0,junior,1,0,12681,3871,12450,0,0,
000088,1,2023,fall,16wk,08/27/2023,30,18700,0,0,senior,1,0,7710,6788,12819,0,0,
000089,1,2023,fall,16wk,08/27/2023,30,19662,0,0,senior,1,0,9785,6888,21692,0,0,
000090,1,2023,fall,16wk,08/27/2023,30,17070,0,0,senior,1,0,4827,3409,22055,0,0,
000091,1,2023,fall,16wk,08/27/2023,30,16648,0,0,senior,1,0,29643,3995,20542,0,0,
000092,1,2023,fall,16wk,08/27/2023,30,12878,0,0,junior,1,0,14218,9895,27917,0,0,
000093,1,2023,fall,16wk,08/27/2023,30,12723,0,0,senior,1,0,13155,3456,24504,0,2,
000094,1,2023,fall,16wk,08/27/2023,30,16991,0,0,senior,1,0,9628,4813,16693,0,0,
000095,1,2023,fall,16wk,08/27/2023,30,9829,0,0,junior,1,0,18939,3282,27130,0,1,
000096,1,2023,fall,16wk,08/27/2023,30,14961,0,0,junior,1,0,14606,2437,27824,0,0,
000097,1,2023,fall,16wk,08/27/2023,30,9264,0,0,junior,1,0,26822,8009,22864,0,0,
000098,1,2023,fall,16wk,08/27/2023,30,10480,0,0,junior,1,0,27431,3215,18169,0,0,
000099,1,2023,fall,16wk,08/27/2023,30,12697,0,0,senior,1,0,28561,639,29154,0,0,
000100,1,2023,fall,16wk,08/27/2023,30,15664,0,0,senior,1,0,26211,468,16893,0,0,
000101,1,2023,fall,16wk,08/27/2023,30,10450,0,0,senior,1,0,9073,2014,22687,0,0,
000102,1,2023,fall,16wk,08/27/2023,30,15481,0,0,junior,1,0,10273,9290,23380,0,0,
000103,1,2023,fall,16wk,08/27/2023,30,11235,0,0,junior,1,0,12781,8653,16435,0,2,
000104,1,2023,fall,16wk,08/27/2023,30,19883,0,0,senior,1,0,6518,3533,11028,0,0,
000105,1,2023,fall,16wk,08/27/2023,30,18960,0,0,senior,1,0,13914,4833,26610,0,0,
000106,1,2023,fall,16wk,08/27/2023,30,15488,0,0,senior,1,0,13486,2384,26161,0,0,
000107,1,2023,fall,16wk,08/27/2023,30,14317,0,0,senior,1,0,21598,5308,20935,0,0,
000108,1,2023,fall,16wk,08/27/2023,30,19842,0,0,junior,1,0,29483,2997,25491,0,2,
000109,1,2023,fall,16wk,08/27/2023,30,18442,0,0,senior,1,0,12728,7218,12497,0,0,
000110,1,2023,fall,16wk,08/27/2023,30,16068,0,0,junior,1,0,3034,791,13504,0,0,
000111,1,2023,fall,16wk,08/27/2023,30,19597,0,0,senior,1,0,27705,7417,24066,0,0,
000112,1,2023,fall,16wk,08/27/2023,30,16458,0,0,senior,1,0,17938,4607,27636,0,0,
000113,1,2023,fall,16wk,08/27/2023,30,12689,0,0,junior,1,0,22017,9343,25199,0,0,
000114,1,2023,fall,16wk,08/27/2023,30,19050,0,0,senior,1,0,27066,2156,13263,0,0,
000115,1,2023,fall,16wk,08/27/2023,30,12629,0,0,senior,1,0,8175,9707,23867,0,0,
000116,1,2023,fall,16wk,08/27/2023,30,19117,0,0,junior,1,0,14569,9163,10436,0,0,
000117,1,2023,fall,16wk,08/27/2023,30,19545,0,0,junior,1,0,13797,3495,22858,0,0,
000118,1,2023,fall,16wk,08/27/2023,30,17704,0,0,junior,1,0,24153,6901,21914,0,0,
000119,1,2023,fall,16wk,08/27/2023,30,15566,0,0,junior,1,0,6747,8123,22398,0,1,
000120,1,2023,fall,16wk,08/27/2023,30,16847,0,0,junior,1,0,12957,1066,18812,0,0,
000121,1,2023,fall,16wk,08/27/2023,30,11819,0,0,junior,1,0,18591,6905,29194,0,0,
000122,1,2023,fall,16wk,08/27/2023,30,14932,0,0,senior,1,0,27712,5493,11150,0,0,
000123,1,2023,fall,16wk,08/27/2023,30,15188,0,0,senior,1,0,21257,4519,20354,0,0,
000124,1,2023,fall,16wk,08/27/2023,30,14134,0,0,junior,1,0,17991,7008,10123,0,2,
000125,1,2023,fall,16wk,08/27/2023,30,11973,0,0,senior,1,0,6698,4621,11397,0,0,
000126,1,2023,fall,16wk,08/27/2023,30,19048,0,0,junior,1,0,20349,9859,25523,0,0,
000127,1,2023,fall,16wk,08/27/2023,30,9308,0,0,junior,1,0,14449,2647,20700,0,2,
000128,1,2023,fall,16wk,08/27/2023,30,10333,0,0,junior,1,0,24403,6063,12623,0,0,
000129,1,2023,fall,16wk,08/27/2023,30,9994,0,0,junior,1,0,7713,5831,29624,0,0,
000130,1,2023,fall,16wk,08/27/2023,30,11357,0,0,junior,1,0,25347,338,19775,0,0,
000131,1,2023,fall,16wk,08/27/2023,30,18435,0,0,junior,1,0,27981,2086,26034,0,2,
000132,1,2023,fall,16wk,08/27/2023,30,9852,0,0,junior,1,0,16403,8076,21223,0,0,
000133,1,2023,fall,16wk,08/27/2023,30,9798,0,0,senior,1,0,17979,9552,28529,0,0,
000134,1,2023,fall,16wk,08/27/2023,30,17283,0,0,junior,1,0,11200,2190,24215,0,0,
000135,1,2023,fall,16wk,08/27/2023,30,14273,0,0,junior,1,0,18030,7604,25411,0,0,
000136,1,2023,fall,16wk,08/27/2023,30,10925,0,0,junior,1,0,10290,9371,18619,0,1,
000137,1,2023,fall,16wk,08/27/2023,30,19627,0,0,junior,1,0,6845,7265,23916,0,0,
000138,1,2023,fall,16wk,08/27/2023,30,10295,0,0,junior,1,0,13996,9840,29179,0,0,
000139,1,2023,fall,16wk,08/27/2023,30,9985,0,0,junior,1,0,3481,6344,25537,0,0,
000140,1,2023,fall,16wk,08/27/2023,30,16928,0,0,junior,1,0,17586,3535,11650,0,0,
000141,1,2023,fall,16wk,08/27/2023,30,12238,0,0,junior,1,0,11288,708,18275,0,0,
000142,1,2023,fall,16wk,08/27/2023,30,19421,0,0,junior,1,0,14576,2830,25530,0,0,
000143,1,2023,fall,16wk,08/27/2023,30,16184,0,0,junior,1,0,22165,4169,28515,0,0,
000144,1,2023,fall,16wk,08/27/2023,30,16798,0,0,junior,1,0,3553,329,27702,0,0,
000145,1,2023,fall,16wk,08/27/2023,30,10266,0,0,senior,1,0,11553,2782,17815,0,0,
000146,1,2023,fall,16wk,08/27/2023,30,10537,0,0,senior,1,0,25749,4739,27155,0,0,
000147,1,2023,fall,16wk,08/27/2023,30,17479,0,0,junior,1,0,7143,5505,13729,0,0,
000148,1,2023,fall,16wk,08/27/2023,30,19185,0,0,senior,1,0,23094,7590,24006,0,2,
000149,1,2023,fall,16wk,08/27/2023,30,16885,0,0,senior,1,0,7110,8358,20615,0,0,
000150,1,2023,fall,16wk,08/27/2023,30,15112,0,0,junior,1,0,12401,5201,13524,0,0,
000151,1,2023,fall,16wk,08/27/2023,30,15856,0,0,senior,1,0,25468,8134,25026,0,0,
000152,1,2023,fall,16wk,08/27/2023,30,15488,0,0,senior,1,0,3757,9432,23936,0,0,
000153,1,2023,fall,16wk,08/27/2023,30,18919,0,0,senior,1,0,5249,9573,20575,0,1,
000154,1,2023,fall,16wk,08/27/2023,30,12421,0,0,senior,1,0,5094,5627,25657,0,0,
000155,1,2023,fall,16wk,08/27/2023,30,14444,0,0,senior,1,0,16287,5513,15942,0,0,
000156,1,2023,fall,16wk,08/27/2023,30,14965,0,0,junior,1,0,3157,9006,28650,0,0,
000157,1,2023,fall,16wk,08/27/2023,30,11787,0,0,junior,1,0,5213,7201,25086,0,0,
000158,1,2023,fall,16wk,08/27/2023,30,16680,0,0,junior,1,0,24798,1191,27200,0,0,
000159,1,2023,fall,16wk,08/27/2023,30,18162,0,0,junior,1,0,29562,4388,25596,0,1,
000160,1,2023,fall,16wk,08/27/2023,30,17545,0,0,senior,1,0,11284,5616,19919,0,0,
000161,1,2023,fall,16wk,08/27/2023,30,11048,0,0,junior,1,0,23755,5600,15687,0,0,
000162,1,2023,fall,16wk,08/27/2023,30,15809,0,0,junior,1,0,20550,5253,23841,0,0,
000163,1,2023,fall,16wk,08/27/2023,30,13394,0,0,senior,1,0,8025,4770,25706,0,0,
000164,1,2023,fall,16wk,08/27/2023,30,11939,0,0,senior,1,0,4191,4071,10535,0,0,
000165,1,2023,fall,16wk,08/27/2023,30,16025,0,0,senior,1,0,6473,3825,10444,0,0,
000166,1,2023,fall,16wk,08/27/2023,30,10902,0,0,senior,1,0,16356,7470,18892,0,0,
000167,1,2023,fall,16wk,08/27/2023,30,18260,0,0,junior,1,0,14354,2635,15256,0,0,
000168,1,2023,fall,16wk,08/27/2023,30,16066,0,0,senior,1,0,17176,8847,12364,0,0,
000169,1,2023,fall,16wk,08/27/2023,30,19825,0,0,senior,1,0,21254,9622,14400,0,0,
000170,1,2023,fall,16wk,08/27/2023,30,16722,0,0,junior,1,0,14214,3584,10647,0,1,
000171,1,2023,fall,16wk,08/27/2023,30,19131,0,0,junior,1,0,3804,3140,23510,0,0,
000172,1,2023,fall,16wk,08/27/2023,30,11655,0,0,junior,1,0,29977,6807,18955,0,0,
000173,1,2023,fall,16wk,08/27/2023,30,10184,0,0,junior,1,0,5523,6132,10124,0,2,
000174,1,2023,fall,16wk,08/27/2023,30,10769,0,0,junior,1,0,13083,3090,28001,0,0,
000175,1,2023,fall,16wk,08/27/2023,30,16890,0,0,junior,1,0,15891,3567,14317,0,0,
000176,1,2023,fall,16wk,08/27/2023,30,14288,0,0,senior,1,0,11620,45,19540,0,0,
000177,1,2023,fall,16wk,08/27/2023,30,15872,0,0,senior,1,0,19931,3446,24314,0,0,
000178,1,2023,fall,16wk,08/27/2023,30,10726,0,0,junior,1,0,24675,816,14785,0,0,
000179,1,2023,fall,16wk,08/27/2023,30,12954,0,0,junior,1,0,13849,744,25100,0,0,
000180,1,2023,fall,16wk,08/27/2023,30,11913,0,0,junior,1,0,19373,4759,14329,0,0,
000181,1,2023,fall,16wk,08/27/2023,30,18896,0,0,senior,1,0,21405,8390,28274,0,0,
000182,1,2023,fall,16wk,08/27/2023,30,13211,0,0,senior,1,0,5288,9832,10465,0,0,
000183,1,2023,fall,16wk,08/27/2023,30,11370,0,0,senior,1,0,17909,7279,22441,0,0,
000184,1,2023,fall,16wk,08/27/2023,30,13191,0,0,senior,1,0,26791,2938,27198,0,1,
000185,1,2023,fall,16wk,08/27/2023,30,18560,0,0,senior,1,0,6367,6307,10296,0,0,
000186,1,2023,fall,16wk,08/27/2023,30,13947,0,0,senior,1,0,16392,6026,15035,0,2,
000187,1,2023,fall,16wk,08/27/2023,30,9257,0,0,senior,1,0,14532,4551,12822,0,0,
000188,1,2023,fall,16wk,08/27/2023,30,13763,0,0,junior,1,0,7150,1179,11183,0,0,
000189,1,2023,fall,16wk,08/27/2023,30,16315,0,0,junior,1,0,24157,8038,16119,0,0,
000190,1,2023,fall,16wk,08/27/2023,30,12564,0,0,junior,1,0,28456,9211,29366,0,0,
000191,1,2023,fall,16wk,08/27/2023,30,10588,0,0,senior,1,0,22946,8163,11895,0,0,
000192,1,2023,fall,16wk,08/27/2023,30,18775,0,0,junior,1,0,20497,4904,14635,0,0,
000193,1,2023,fall,16wk,08/27/2023,30,16600,0,0,senior,1,0,16495,3750,10000,0,0,
000194,1,2023,fall,16wk,08/27/2023,30,16344,0,0,senior,1,0,21482,1658,28752,0,0,
000195,1,2023,fall,16wk,08/27/2023,30,19707,0,0,senior,1,0,17398,3266,28541,0,1,
000196,1,2023,fall,16wk,08/27/2023,30,11671,0,0,junior,1,0,21269,6923,21457,0,0,
000197,1,2023,fall,16wk,08/27/2023,30,10222,0,0,senior,1,0,27024,2866,23452,0,0,
000198,1,2023,fall,16wk,08/27/2023,30,13242,0,0,senior,1,0,10851,2619,17040,0,0,
000199,1,2023,fall,16wk,08/27/2023,30,15121,0,0,junior,1,0,27659,3050,21011,0,0,
000200,1,2023,fall,16wk,08/27/2023,30,10452,0,0,senior,1,0,7870,6377,17530,0,0,
000201,1,2023,fall,16wk,08/27/2023,30,16492,0,0,senior,1,0,20668,5902,11236,0,0,
000202,1,2023,fall,16wk,08/27/2023,30,15600,0,0,senior,1,0,10550,6550,21452,0,2,
000203,1,2023,fall,16wk,08/27/2023,30,15992,0,0,senior,1,0,25351,3544,11640,0,0,
000204,1,2023,fall,16wk,08/27/2023,30,14193,0,0,junior,1,0,5705,7880,27276,0,0,
000205,1,2023,fall,16wk,08/27/2023,30,14130,0,0,senior,1,0,26718,9728,24965,0,0,
000206,1,2023,fall,16wk,08/27/2023,30,9878,0,0,junior,1,0,9423,3532,24126,0,0,
000207,1,2023,fall,16wk,08/27/2023,30,16282,0,0,senior,1,0,11688,1860,23853,0,0,
000208,1,2023,fall,16wk,08/27/2023,30,12755,0,0,junior,1,0,18044,889,29192,0,0,
000209,1,2023,fall,16wk,08/27/2023,30,12077,0,0,senior,1,0,10162,2514,23485,0,0,
000210,1,2023,fall,16wk,08/27/2023,30,18768,0,0,junior,1,0,22968,2683,25386,0,2,
000211,1,2023,fall,16wk,08/27/2023,30,17840,0,0,junior,1,0,29236,3008,10628,0,0,
000212,1,2023,fall,16wk,08/27/2023,30,13179,0,0,senior,1,0,10668,6267,17338,0,1,
000213,1,2023,fall,16wk,08/27/2023,30,15550,0,0,junior,1,0,20921,8380,26233,0,0,
000214,1,2023,fall,16wk,08/27/2023,30,15930,0,0,junior,1,0,4246,3229,15879,0,0,
000215,1,2023,fall,16wk,08/27/2023,30,15723,0,0,senior,1,0,29212,2502,17133,0,2,
000216,1,2023,fall,16wk,08/27/2023,30,19258,0,0,senior,1,0,26546,311,26866,0,0,
000217,1,2023,fall,16wk,08/27/2023,30,12252,0,0,junior,1,0,18161,4659,20784,0,0,
000218,1,2023,fall,16wk,08/27/2023,30,11515,0,0,senior,1,0,13747,3359,19978,0,0,
000219,1,2023,fall,16wk,08/27/2023,30,17770,0,0,senior,1,0,15830,8107,21848,0,0,
000220,1,2023,fall,16wk,08/27/2023,30,9351,0,0,senior,1,0,7783,6589,26054,0,0,
000221,1,2023,fall,16wk,08/27/2023,30,18329,0,0,senior,1,0,14958,6624,19099,0,1,
000222,1,2023,fall,16wk,08/27/2023,30,15490,0,0,junior,1,0,21559,3972,21213,0,0,
000223,1,2023,fall,16wk,08/27/2023,30,14902,0,0,senior,1,0,13048,4303,10358,0,0,
000224,1,2023,fall,16wk,08/27/2023,30,15427,0,0,senior,1,0,20862,2369,14735,0,0,
000225,1,2023,fall,16wk,08/27/2023,30,13588,0,0,junior,1,0,4035,5458,18291,0,0,
000226,1,2023,fall,16wk,08/27/2023,30,18623,0,0,junior,1,0,14923,2994,12034,0,0,
000227,1,2023,fall,16wk,08/27/2023,30,17805,0,0,junior,1,0,18965,7295,13826,0,2,
000228,1,2023,fall,16wk,08/27/2023,30,17784,0,0,senior,1,0,17592,9602,19562,0,0,
000229,1,2023,fall,16wk,08/27/2023,30,19701,0,0,junior,1,0,17321,5359,21213,0,0,
000230,1,2023,fall,16wk,08/27/2023,30,12798,0,0,senior,1,0,12152,6087,24793,0,2,
000231,1,2023,fall,16wk,08/27/2023,30,14519,0,0,junior,1,0,14937,6709,10255,0,2,
000232,1,2023,fall,16wk,08/27/2023,30,19824,0,0,senior,1,0,12399,5,20255,0,0,
000233,1,2023,fall,16wk,08/27/2023,30,16415,0,0,senior,1,0,22475,4737,29761,0,0,
000234,1,2023,fall,16wk,08/27/2023,30,19080,0,0,senior,1,0,28094,1225,18599,0,1,
000235,1,2023,fall,16wk,08/27/2023,30,16095,0,0,senior,1,0,9304,2569,20772,0,0,
000236,1,2023,fall,16wk,08/27/2023,30,12613,0,0,senior,1,0,28462,87,17796,0,0,
000237,1,2023,fall,16wk,08/27/2023,30,16464,0,0,junior,1,0,3485,4668,19518,0,0,
000238,1,2023,fall,16wk,08/27/2023,30,15709,0,0,senior,1,0,25651,7905,17623,0,0,
000239,1,2023,fall,16wk,08/27/2023,30,11764,0,0,senior,1,0,19364,2519,15465,0,0,
000240,1,2023,fall,16wk,08/27/2023,30,10833,0,0,junior,1,0,3794,4653,25470,0,0,
000241,1,2023,fall,16wk,08/27/2023,30,9623,0,0,senior,1,0,25783,4973,18213,0,0,
000242,1,2023,fall,16wk,08/27/2023,30,9912,0,0,senior,1,0,16507,6538,20350,0,0,
000243,1,2023,fall,16wk,08/27/2023,30,15178,0,0,senior,1,0,18998,4849,13725,0,0,
000244,1,2023,fall,16wk,08/27/2023,30,15029,0,0,junior,1,0,29732,6768,26712,0,0,
000245,1,2023,fall,16wk,08/27/2023,30,16419,0,0,junior,1,0,23199,4610,22421,0,0,
000246,1,2023,fall,16wk,08/27/2023,30,12096,0,0,senior,1,0,12960,9983,26489,0,0,
000247,1,2023,fall,16wk,08/27/2023,30,18955,0,0,senior,1,0,14049,7415,22539,0,0,
000248,1,2023,fall,16wk,08/27/2023,30,15870,0,0,senior,1,0,8297,7990,19940,0,0,
000249,1,2023,fall,16wk,08/27/2023,30,17228,0,0,senior,1,0,4392,8438,17059,0,0,
000250,1,2023,fall,16wk,08/27/2023,30,9613,0,0,senior,1,0,20871,7080,18439,0,0,
000251,1,2023,fall,16wk,08/27/2023,30,16339,0,0,senior,1,0,13227,1210,22901,0,0,
000252,1,2023,fall,16wk,08/27/2023,30,14362,0,0,junior,1,0,29699,5180,19826,0,0,
000253,1,2023,fall,16wk,08/27/2023,30,11994,0,0,senior,1,0,12175,6799,10433,0,0,
000254,1,2023,fall,16wk,08/27/2023,30,11959,0,0,senior,1,0,26902,7577,27650,0,1,
000255,1,2023,fall,16wk,08/27/2023,30,19914,0,0,junior,1,0,7979,37,29241,0,0,
000256,1,2023,fall,16wk,08/27/2023,30,15730,0,0,junior,1,0,8694,9260,26936,0,0,
000257,1,2023,fall,16wk,08/27/2023,30,16457,0,0,junior,1,0,16407,7897,23946,0,0,
000258,1,2023,fall,16wk,08/27/2023,30,14787,0,0,junior,1,0,24764,8894,12645,0,0,
000259,1,2023,fall,16wk,08/27/2023,30,11273,0,0,senior,1,0,26370,4499,29709,0,2,
000260,1,2023,fall,16wk,08/27/2023,30,19812,0,0,senior,1,0,16770,6820,13217,0,0,
000261,1,2023,fall,16wk,08/27/2023,30,18691,0,0,junior,1,0,9873,5452,20043,0,0,
000262,1,2023,fall,16wk,08/27/2023,30,10710,0,0,junior,1,0,4819,7795,15188,0,0,
000263,1,2023,fall,16wk,08/27/2023,30,14172,0,0,junior,1,0,18592,9374,26178,0,0,
000264,1,2023,fall,16wk,08/27/2023,30,12533,0,0,junior,1,0,19970,7707,19520,0,0,
000265,1,2023,fall,16wk,08/27/2023,30,12906,0,0,junior,1,0,14732,5771,14589,0,0,
